[2026-08-22 11:41:19,334] INFO [classification:30] Loading full Shopify taxonomy into cache (14,606 categories)...
[2026-08-22 11:41:19,576] INFO [classification:50] Phase 9 verification log entry test.
[2026-08-22 15:24:35,720] INFO [classification:51] Processing Product #169: 'Entangled Dining Armchair by Modway'
[2026-08-22 15:24:39,377] INFO [classification:166] Successfully classified product #169 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:24:39,386] INFO [classification:51] Processing Product #170: 'Entangled Dining Armchair by Modway'
[2026-08-22 15:24:43,796] INFO [classification:166] Successfully classified product #170 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:24:43,809] INFO [classification:51] Processing Product #171: 'Entangled Dining Armchair by Modway'
[2026-08-22 15:24:48,354] INFO [classification:166] Successfully classified product #171 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:24:48,364] INFO [classification:51] Processing Product #172: 'Entangled Dining Armchair by Modway'
[2026-08-22 15:24:51,831] INFO [classification:166] Successfully classified product #172 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:24:51,843] INFO [classification:51] Processing Product #173: 'Entangled Bar Stool by Modway'
[2026-08-22 15:24:55,285] INFO [classification:166] Successfully classified product #173 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:24:55,301] INFO [classification:51] Processing Product #174: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:24:59,441] INFO [classification:166] Successfully classified product #174 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:24:59,454] INFO [classification:51] Processing Product #175: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:03,718] INFO [classification:166] Successfully classified product #175 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:03,731] INFO [classification:51] Processing Product #176: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:07,894] INFO [classification:166] Successfully classified product #176 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:07,908] INFO [classification:51] Processing Product #177: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:11,995] INFO [classification:166] Successfully classified product #177 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:12,008] INFO [classification:51] Processing Product #178: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:16,263] INFO [classification:166] Successfully classified product #178 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:16,277] INFO [classification:51] Processing Product #179: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:20,442] INFO [classification:166] Successfully classified product #179 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:20,456] INFO [classification:51] Processing Product #180: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:24,598] INFO [classification:166] Successfully classified product #180 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:24,609] INFO [classification:51] Processing Product #181: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:29,016] INFO [classification:166] Successfully classified product #181 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:29,026] INFO [classification:51] Processing Product #182: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:33,116] INFO [classification:166] Successfully classified product #182 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:33,127] INFO [classification:51] Processing Product #183: 'Marina 5 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:37,240] INFO [classification:166] Successfully classified product #183 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:37,250] INFO [classification:51] Processing Product #184: 'Marina 5 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:41,351] INFO [classification:166] Successfully classified product #184 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:41,360] INFO [classification:51] Processing Product #185: 'Marina 5 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:45,451] INFO [classification:166] Successfully classified product #185 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:45,461] INFO [classification:51] Processing Product #186: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:49,596] INFO [classification:166] Successfully classified product #186 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:49,606] INFO [classification:51] Processing Product #187: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:25:54,255] INFO [classification:166] Successfully classified product #187 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:25:54,277] INFO [classification:51] Processing Product #188: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:00,121] INFO [classification:166] Successfully classified product #188 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:00,146] INFO [classification:51] Processing Product #189: 'Marina 5 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:05,839] INFO [classification:166] Successfully classified product #189 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:05,863] INFO [classification:51] Processing Product #190: 'Marina 5 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:18,282] INFO [classification:166] Successfully classified product #190 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:18,303] INFO [classification:51] Processing Product #191: 'Marina 5 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:25,341] INFO [classification:166] Successfully classified product #191 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:25,362] INFO [classification:51] Processing Product #192: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:31,060] INFO [classification:166] Successfully classified product #192 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:31,081] INFO [classification:51] Processing Product #193: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:37,003] INFO [classification:166] Successfully classified product #193 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:37,039] INFO [classification:51] Processing Product #194: 'Marina 8 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:44,451] INFO [classification:166] Successfully classified product #194 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:44,492] INFO [classification:51] Processing Product #195: 'Marina 10 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:50,405] INFO [classification:166] Successfully classified product #195 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:50,427] INFO [classification:51] Processing Product #196: 'Marina 10 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:26:56,295] INFO [classification:166] Successfully classified product #196 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:26:56,330] INFO [classification:51] Processing Product #197: 'Marina 10 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:27:08,068] INFO [classification:166] Successfully classified product #197 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:27:08,097] INFO [classification:51] Processing Product #198: 'Marina 7 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:27:13,880] INFO [classification:166] Successfully classified product #198 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:27:13,902] INFO [classification:51] Processing Product #199: 'Marina 7 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:27:20,441] INFO [classification:166] Successfully classified product #199 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:27:20,464] INFO [classification:51] Processing Product #200: 'Marina 7 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:27:26,827] INFO [classification:166] Successfully classified product #200 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:27:26,858] INFO [classification:51] Processing Product #201: 'Marina 7 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:27:41,197] INFO [classification:166] Successfully classified product #201 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:27:41,219] INFO [classification:51] Processing Product #202: 'Marina 7 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:27:47,838] INFO [classification:166] Successfully classified product #202 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:27:47,867] INFO [classification:51] Processing Product #203: 'Marina 7 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:27:58,725] INFO [classification:166] Successfully classified product #203 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:27:58,745] INFO [classification:51] Processing Product #204: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:06,267] INFO [classification:166] Successfully classified product #204 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:06,296] INFO [classification:51] Processing Product #205: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:12,291] INFO [classification:166] Successfully classified product #205 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:12,315] INFO [classification:51] Processing Product #206: 'Marina 3 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:18,821] INFO [classification:166] Successfully classified product #206 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:18,850] INFO [classification:51] Processing Product #207: 'Marina 9 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:23,977] INFO [classification:166] Successfully classified product #207 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:23,989] INFO [classification:51] Processing Product #208: 'Marina 9 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:29,038] INFO [classification:166] Successfully classified product #208 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:29,052] INFO [classification:51] Processing Product #209: 'Marina 9 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:34,324] INFO [classification:166] Successfully classified product #209 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:34,340] INFO [classification:51] Processing Product #210: 'Marina 10 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:39,366] INFO [classification:166] Successfully classified product #210 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:39,387] INFO [classification:51] Processing Product #211: 'Marina 10 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:44,207] INFO [classification:166] Successfully classified product #211 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:44,224] INFO [classification:51] Processing Product #212: 'Marina 10 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:28:49,480] INFO [classification:166] Successfully classified product #212 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:28:49,492] INFO [classification:51] Processing Product #213: 'Parcel Dining Faux Leather Side Chair by Modway'
[2026-08-22 15:28:54,407] INFO [classification:166] Successfully classified product #213 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:28:54,421] INFO [classification:51] Processing Product #214: 'Parcel Dining Faux Leather Side Chair by Modway'
[2026-08-22 15:28:59,409] INFO [classification:166] Successfully classified product #214 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:28:59,419] INFO [classification:51] Processing Product #215: 'Parcel Dining Faux Leather Side Chair by Modway'
[2026-08-22 15:29:04,329] INFO [classification:166] Successfully classified product #215 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:29:04,344] INFO [classification:51] Processing Product #216: 'Trace Dining Side Chair by Modway'
[2026-08-22 15:29:09,922] INFO [classification:166] Successfully classified product #216 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:29:09,934] INFO [classification:51] Processing Product #217: 'Junction Dining Outdoor Patio Armchair by Modway'
[2026-08-22 15:29:18,756] INFO [classification:166] Successfully classified product #217 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:29:18,779] INFO [classification:51] Processing Product #218: 'Junction Dining Outdoor Patio Armchair by Modway'
[2026-08-22 15:29:30,815] INFO [classification:166] Successfully classified product #218 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:29:30,838] INFO [classification:51] Processing Product #219: 'Maine Dining Outdoor Patio Armchair by Modway'
[2026-08-22 15:29:38,230] INFO [classification:166] Successfully classified product #219 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:29:38,264] INFO [classification:51] Processing Product #220: 'Maine Dining Outdoor Patio Armchair by Modway'
[2026-08-22 15:29:45,711] INFO [classification:166] Successfully classified product #220 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:29:45,737] INFO [classification:51] Processing Product #221: 'Maine 40" Outdoor Patio Dining Table by Modway'
[2026-08-22 15:29:52,144] INFO [classification:166] Successfully classified product #221 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:29:52,176] INFO [classification:51] Processing Product #222: 'Maine 63" Outdoor Patio Dining Table by Modway'
[2026-08-22 15:29:58,162] INFO [classification:166] Successfully classified product #222 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:29:58,199] INFO [classification:51] Processing Product #223: 'Maine 63" Outdoor Patio Dining Table by Modway'
[2026-08-22 15:30:04,249] INFO [classification:166] Successfully classified product #223 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:04,274] INFO [classification:51] Processing Product #224: 'Maine 80" Outdoor Patio Dining Table by Modway'
[2026-08-22 15:30:10,276] INFO [classification:166] Successfully classified product #224 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:10,300] INFO [classification:51] Processing Product #225: 'Maine 80" Outdoor Patio Dining Table by Modway'
[2026-08-22 15:30:15,875] INFO [classification:166] Successfully classified product #225 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:15,913] INFO [classification:51] Processing Product #226: 'Maine Outdoor Patio Bar Stool by Modway'
[2026-08-22 15:30:21,286] INFO [classification:166] Successfully classified product #226 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:21,298] INFO [classification:51] Processing Product #227: 'Maine Outdoor Patio Bar Stool by Modway'
[2026-08-22 15:30:26,277] INFO [classification:166] Successfully classified product #227 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:26,288] INFO [classification:51] Processing Product #228: 'Maine Outdoor Patio Bar Table by Modway'
[2026-08-22 15:30:31,127] INFO [classification:166] Successfully classified product #228 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:31,140] INFO [classification:51] Processing Product #229: 'Maine Outdoor Patio Bar Table by Modway'
[2026-08-22 15:30:35,833] INFO [classification:166] Successfully classified product #229 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:35,849] INFO [classification:51] Processing Product #230: 'Maine 28" Outdoor Patio Dining Table by Modway'
[2026-08-22 15:30:42,018] INFO [classification:166] Successfully classified product #230 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:42,047] INFO [classification:51] Processing Product #231: 'Fortuna Outdoor Patio Side Table by Modway'
[2026-08-22 15:30:47,582] INFO [classification:166] Successfully classified product #231 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:47,610] INFO [classification:51] Processing Product #232: 'Fortuna Outdoor Patio Coffee Table by Modway'
[2026-08-22 15:30:53,159] INFO [classification:166] Successfully classified product #232 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:30:53,181] INFO [classification:51] Processing Product #233: 'Fortuna Outdoor Patio Armchair by Modway'
[2026-08-22 15:31:00,394] INFO [classification:166] Successfully classified product #233 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:31:00,418] INFO [classification:51] Processing Product #234: 'Fortuna Outdoor Patio Armchair by Modway'
[2026-08-22 15:31:10,839] INFO [classification:166] Successfully classified product #234 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:31:10,862] INFO [classification:51] Processing Product #235: 'Fortuna Corner Outdoor Patio Armchair by Modway'
[2026-08-22 15:31:21,667] INFO [classification:166] Successfully classified product #235 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:31:21,692] INFO [classification:51] Processing Product #236: 'Fortuna Armless Outdoor Patio Chair by Modway'
[2026-08-22 15:31:28,499] INFO [classification:166] Successfully classified product #236 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:31:28,531] INFO [classification:51] Processing Product #237: 'Fortuna Armless Outdoor Patio Chair by Modway'
[2026-08-22 15:31:43,892] INFO [classification:166] Successfully classified product #237 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:31:43,915] INFO [classification:51] Processing Product #238: 'Fortuna Outdoor Patio Ottoman by Modway'
[2026-08-22 15:31:50,901] INFO [classification:166] Successfully classified product #238 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:31:50,929] INFO [classification:51] Processing Product #239: 'Fortuna Outdoor Patio Ottoman by Modway'
[2026-08-22 15:31:57,238] INFO [classification:166] Successfully classified product #239 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:31:57,262] INFO [classification:51] Processing Product #240: 'Fortuna Outdoor Patio Ottoman by Modway'
[2026-08-22 15:32:04,734] INFO [classification:166] Successfully classified product #240 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:32:04,753] INFO [classification:51] Processing Product #241: 'Jive Armless Mid Back Office Chair by Modway'
[2026-08-22 15:32:12,435] INFO [classification:166] Successfully classified product #241 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:12,464] INFO [classification:51] Processing Product #242: 'Jive Armless Mid Back Office Chair by Modway'
[2026-08-22 15:32:18,329] INFO [classification:166] Successfully classified product #242 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:18,355] INFO [classification:51] Processing Product #243: 'Jive Armless Mid Back Office Chair by Modway'
[2026-08-22 15:32:25,124] INFO [classification:166] Successfully classified product #243 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:25,138] INFO [classification:51] Processing Product #244: 'Jive Armless Mid Back Office Chair by Modway'
[2026-08-22 15:32:31,966] INFO [classification:166] Successfully classified product #244 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:31,988] INFO [classification:51] Processing Product #245: 'Jive Armless Mid Back Office Chair by Modway'
[2026-08-22 15:32:37,712] INFO [classification:166] Successfully classified product #245 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:37,737] INFO [classification:51] Processing Product #246: 'Ripple Armless Mid Back Vinyl Office Chair by Modway'
[2026-08-22 15:32:45,195] INFO [classification:166] Successfully classified product #246 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:45,224] INFO [classification:51] Processing Product #247: 'Ripple Armless Mid Back Vinyl Office Chair by Modway'
[2026-08-22 15:32:52,114] INFO [classification:166] Successfully classified product #247 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:52,146] INFO [classification:51] Processing Product #248: 'Ripple Armless Mid Back Vinyl Office Chair by Modway'
[2026-08-22 15:32:58,312] INFO [classification:166] Successfully classified product #248 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:32:58,334] INFO [classification:51] Processing Product #249: 'Prim Armless Mid Back Office Chair by Modway'
[2026-08-22 15:33:08,759] INFO [classification:166] Successfully classified product #249 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:33:08,785] INFO [classification:51] Processing Product #250: 'Prim Armless Mid Back Office Chair by Modway'
[2026-08-22 15:33:15,384] INFO [classification:166] Successfully classified product #250 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:33:15,410] INFO [classification:51] Processing Product #251: 'Prim Armless Mid Back Office Chair by Modway'
[2026-08-22 15:33:22,888] INFO [classification:166] Successfully classified product #251 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:33:22,903] INFO [classification:51] Processing Product #252: 'Prim Armless Mid Back Office Chair by Modway'
[2026-08-22 15:33:29,142] INFO [classification:166] Successfully classified product #252 -> 'Furniture > Office Furniture' (Confidence: 0.60)
[2026-08-22 15:33:29,164] INFO [classification:51] Processing Product #253: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:33:35,729] INFO [classification:166] Successfully classified product #253 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:33:35,754] INFO [classification:51] Processing Product #254: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:33:41,415] INFO [classification:166] Successfully classified product #254 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:33:41,433] INFO [classification:51] Processing Product #255: 'Marina 4 Piece Outdoor Patio Teak Set by Modway'
[2026-08-22 15:33:46,642] INFO [classification:166] Successfully classified product #255 -> 'Furniture > Outdoor Furniture' (Confidence: 0.60)
[2026-08-22 15:33:46,664] INFO [classification:51] Processing Product #256: 'Gear Dining Armchair by Modway'
[2026-08-22 15:33:54,260] INFO [classification:166] Successfully classified product #256 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:33:54,285] INFO [classification:51] Processing Product #257: 'Amble Dining Side Chair by Modway'
[2026-08-22 15:34:00,835] INFO [classification:166] Successfully classified product #257 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:00,860] INFO [classification:51] Processing Product #258: 'Gear Bar Stool by Modway'
[2026-08-22 15:34:07,345] INFO [classification:166] Successfully classified product #258 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:07,373] INFO [classification:51] Processing Product #259: 'Gear Dining Side Chair by Modway'
[2026-08-22 15:34:14,312] INFO [classification:166] Successfully classified product #259 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:14,351] INFO [classification:51] Processing Product #260: 'Gear Dining Side Chair by Modway'
[2026-08-22 15:34:21,809] INFO [classification:166] Successfully classified product #260 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:21,836] INFO [classification:51] Processing Product #261: 'Gear Dining Side Chair by Modway'
[2026-08-22 15:34:28,573] INFO [classification:166] Successfully classified product #261 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:28,604] INFO [classification:51] Processing Product #262: 'Gear Dining Side Chair by Modway'
[2026-08-22 15:34:35,490] INFO [classification:166] Successfully classified product #262 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:35,516] INFO [classification:51] Processing Product #263: 'Gear Dining Side Chair by Modway'
[2026-08-22 15:34:43,022] INFO [classification:166] Successfully classified product #263 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:43,042] INFO [classification:51] Processing Product #264: 'Gear Dining Side Chair by Modway'
[2026-08-22 15:34:50,059] INFO [classification:166] Successfully classified product #264 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:50,081] INFO [classification:51] Processing Product #265: 'Gear Dining Side Chair by Modway'
[2026-08-22 15:34:56,224] INFO [classification:166] Successfully classified product #265 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:34:56,249] INFO [classification:51] Processing Product #266: 'Eon Dining Side Chair by Modway'
[2026-08-22 15:35:02,491] INFO [classification:166] Successfully classified product #266 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:35:02,516] INFO [classification:51] Processing Product #267: 'Eon Dining Side Chair by Modway'
[2026-08-22 15:35:10,315] INFO [classification:166] Successfully classified product #267 -> 'Home & Garden > Kitchen & Dining' (Confidence: 0.60)
[2026-08-22 15:35:10,345] INFO [classification:51] Processing Product #268: 'Empress Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:35:19,056] INFO [classification:166] Successfully classified product #268 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:35:19,074] INFO [classification:51] Processing Product #269: 'Empress Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:35:28,854] INFO [classification:166] Successfully classified product #269 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:35:28,883] INFO [classification:51] Processing Product #270: 'Empress Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:35:38,872] INFO [classification:166] Successfully classified product #270 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:35:38,897] INFO [classification:51] Processing Product #271: 'Empress Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:35:47,258] INFO [classification:166] Successfully classified product #271 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:35:47,281] INFO [classification:51] Processing Product #272: 'Empress Upholstered Fabric Loveseat by Modway'
[2026-08-22 15:35:56,002] INFO [classification:166] Successfully classified product #272 -> 'Furniture > Furniture Sets > Living Room Furniture Sets' (Confidence: 0.60)
[2026-08-22 15:35:56,030] INFO [classification:51] Processing Product #273: 'Tapestry Stainless Steel Chandelier by Modway'
[2026-08-22 15:36:03,390] INFO [classification:166] Successfully classified product #273 -> 'Home & Garden > Lighting' (Confidence: 0.60)
[2026-08-22 15:36:03,418] INFO [classification:51] Processing Product #274: 'Excavate Ceiling Fixture by Modway'
[2026-08-22 15:36:09,275] INFO [classification:166] Successfully classified product #274 -> 'Home & Garden > Lighting' (Confidence: 0.60)
[2026-08-22 15:36:09,298] INFO [classification:51] Processing Product #275: 'Beam Stainless Steel Chandelier by Modway'
[2026-08-22 15:36:16,681] INFO [classification:166] Successfully classified product #275 -> 'Home & Garden > Lighting' (Confidence: 0.60)
[2026-08-22 15:36:16,709] INFO [classification:51] Processing Product #276: 'Innovateous Ceiling Fixture by Modway'
[2026-08-22 15:36:23,636] INFO [classification:166] Successfully classified product #276 -> 'Home & Garden > Lighting' (Confidence: 0.60)
[2026-08-22 15:36:23,660] INFO [classification:51] Processing Product #277: 'Tagmata Ceiling Fixture by Modway'
[2026-08-22 15:36:29,711] INFO [classification:166] Successfully classified product #277 -> 'Home & Garden > Lighting' (Confidence: 0.60)
[2026-08-22 15:36:29,737] INFO [classification:51] Processing Product #278: 'Catapult Chandelier by Modway'
[2026-08-22 15:36:36,634] INFO [classification:166] Successfully classified product #278 -> 'Home & Garden > Lighting' (Confidence: 0.60)
[2026-08-22 15:36:36,662] INFO [classification:51] Processing Product #279: 'Ballista Chandelier by Modway'
[2026-08-22 15:36:43,198] INFO [classification:166] Successfully classified product #279 -> 'Home & Garden > Lighting' (Confidence: 0.60)
